SA22021_V1_00,SA22021_V1_00_NAME,SA22021_V1_00_NAME_ASCII,LAND_AREA_SQ_KM,AREA_SQ_KM
351100,Abbotsford,Abbotsford,2.364573473,2.364573473
351200,Brighton,Brighton,3.398189615,3.398189615
351300,Pine Hill-Dalmore,Pine Hill-Dalmore,1.177202419,1.177202419
351400,Kaikorai-Bradford,Kaikorai-Bradford,3.439035013,3.439035013
351500,Maori Hill,Maori Hill,1.010608748,1.010608748
351600,Roslyn (Dunedin City),Roslyn (Dunedin City),1.294489544,1.294489544
351700,North East Valley Chingford,North East Valley Chingford,1.082669925,1.082669925
351800,Roseneath-Sawyers Bay,Roseneath-Sawyers Bay,4.962624703,4.962624703
351900,Normanby,Normanby,1.4187104,1.4187104
352000,North East Valley Knox,North East Valley Knox,0.667785516,0.667785516
352100,Belleknowes,Belleknowes,1.12695014,1.12695014
352200,Gardens (Dunedin City),Gardens (Dunedin City),1.511671523,1.511671523
352300,Kenmure,Kenmure,1.100220362,1.100220362
352400,Campus West,Campus West,0.321659431,0.321659431
352500,Waldronville,Waldronville,9.53820533,9.53820533
352600,Green Island,Green Island,3.644914082,3.644914082
352700,Port Chalmers,Port Chalmers,3.235149425,3.235149425
352800,Royal Terrace,Royal Terrace,0.276483493,0.276483493
352900,Arthur Street,Arthur Street,0.717222708,0.717222708
353000,Opoho,Opoho,2.358795871,2.358795871
353100,Campus North,Campus North,0.606732685,0.606732685
353200,Campus South,Campus South,0.47018425,0.47018425
353300,Mornington,Mornington,1.069863091,1.069863091
353400,Dunedin Central,Dunedin Central,1.307074614,1.307074614
353500,Maryhill,Maryhill,1.2350171,1.2350171
353600,Ravensbourne-St Leonards,Ravensbourne-St Leonards,4.909259603,4.909259603
353700,Harbourside,Harbourside,2.705213008,2.705213008
353800,Fernhill,Fernhill,0.794429541,0.794429541
353900,Otago Peninsula,Otago Peninsula,84.95669732,84.95669732
354000,Concord,Concord,1.162750328,1.162750328
354100,Calton Hill,Calton Hill,0.664092507,0.664092507
354200,Caversham,Caversham,0.703238493,0.703238493
354300,Hillside-Portsmouth Drive,Hillside-Portsmouth Drive,1.374578515,1.374578515
354400,Kew (Dunedin City),Kew (Dunedin City),0.706526742,0.706526742
354500,Corstorphine,Corstorphine,0.871516073,0.871516073
354600,Forbury,Forbury,0.555073794,0.555073794
354700,Bathgate Park,Bathgate Park,0.531374405,0.531374405
354800,St Clair,St Clair,2.028253622,2.028253622
354900,Waverley,Waverley,2.147217376,2.147217376
355000,Macandrew Bay-Company Bay,Macandrew Bay-Company Bay,2.578290716,2.578290716
355100,Broad Bay-Portobello,Broad Bay-Portobello,3.596978181,3.596978181
355200,St Kilda South,St Kilda South,1.136200353,1.136200353
355300,Musselburgh,Musselburgh,0.575252603,0.575252603
355400,Shiel Hill,Shiel Hill,1.371806662,1.371806662
355500,St Kilda North,St Kilda North,1.057780701,1.057780701
355600,Andersons Bay,Andersons Bay,1.257667406,1.257667406
355700,Tainui,Tainui,1.988114589,1.988114589
355800,West Otago,West Otago,1374.657781,1374.657781
355900,Tuapeka,Tuapeka,1235.210968,1256.720846
356000,Clinton,Clinton,839.7027552,839.7027552
356100,Clutha Valley,Clutha Valley,747.3521513,747.3521513
356200,Bruce,Bruce,879.7329985,886.0009297
356300,Catlins,Catlins,1072.983943,1072.983943
356400,Milton,Milton,4.164860251,4.164860251
356500,Balclutha South,Balclutha South,4.480562559,4.480562559
356600,Balclutha North,Balclutha North,3.066802713,3.066802713
356700,Benhar-Stirling,Benhar-Stirling,9.462548933,9.462548933
356800,Kaitangata-Matau,Kaitangata-Matau,163.6795774,163.6795774
357000,Fiordland,Fiordland,12042.0989,12091.24969
357200,Inland water Lake Te Anau,Inland water Lake Te Anau,0,344.4028296
357300,Mararoa,Mararoa,2717.387494,2727.732095
357400,Inland water Lake Manapouri,Inland water Lake Manapouri,0,138.8476547
357500,Te Anau,Te Anau,5.574697535,5.574697535
357600,Whitestone,Whitestone,91.02318978,91.02318978
357700,Mossburn,Mossburn,2740.570188,2740.570188
357800,Inland water Lake Hauroko,Inland water Lake Hauroko,0,71.10793822
357900,Longwood Forest,Longwood Forest,2198.541197,2230.646496
358000,Ohai-Nightcaps,Ohai-Nightcaps,948.7989282,948.7989282
358100,Riversdale-Piano Flat,Riversdale-Piano Flat,1578.744812,1578.744812
358200,Lumsden-Balfour,Lumsden-Balfour,767.6213439,767.6213439
358300,Oreti River,Oreti River,629.8944415,629.8944415
358400,Otautau,Otautau,703.2494132,703.2494132
358500,Hedgehope,Hedgehope,729.2549454,729.2549454
358600,Winton,Winton,3.07718766,3.07718766
358700,Waianiwa,Waianiwa,228.652002,228.652002
358800,Riverton,Riverton,8.744702134,8.744702134
358900,Wallacetown,Wallacetown,89.78588625,89.78588625
359000,Grove Bush,Grove Bush,145.5571859,145.5571859
359100,Edendale-Woodlands,Edendale-Woodlands,385.3964109,385.3964109
359300,Stewart Island,Stewart Island,1747.809166,1747.809166
359400,Awarua Plains,Awarua Plains,409.093913,409.093913
359500,Wyndham-Catlins,Wyndham-Catlins,1381.834151,1381.834151
359600,Waikaka,Waikaka,586.7515871,586.7515871
359700,Waimumu-Kaiwera,Waimumu-Kaiwera,648.0173351,648.0173351
359800,Gore North,Gore North,1.727814675,1.727814675
359900,Gore West,Gore West,3.155429999,3.155429999
360000,East Gore,East Gore,3.698536105,3.698536105
360100,Gore Central,Gore Central,1.029272254,1.029272254
360200,Gore Main,Gore Main,0.608192283,0.608192283
360300,Gore South,Gore South,3.543671283,3.543671283
360400,Mataura,Mataura,5.320475153,5.320475153
360500,West Plains-Makarewa,West Plains-Makarewa,87.86621561,87.86621561
360600,Prestonville-Grasmere,Prestonville-Grasmere,3.196788913,3.196788913
360700,Donovan Park,Donovan Park,2.930961524,2.930961524
360800,Myross Bush,Myross Bush,20.63332,20.63332
360900,Otatara,Otatara,19.95162879,19.95162879
361000,Invercargill Central,Invercargill Central,9.182430985,9.182430985
361100,Gladstone (Invercargill City),Gladstone (Invercargill City),1.269458222,1.269458222
361200,Rosedale,Rosedale,1.08586313,1.08586313
361300,Avenal,Avenal,1.427732869,1.427732869
361400,Hargest,Hargest,1.029052816,1.029052816
361500,Windsor,Windsor,1.609915412,1.609915412
361600,Richmond (Invercargill City),Richmond (Invercargill City),1.279654619,1.279654619
361700,Glengarry,Glengarry,2.052951383,2.052951383
361900,Turnbull Thompson Park,Turnbull Thompson Park,1.489876345,1.489876345
362000,Crinan,Crinan,0.823892047,0.823892047
362100,Georgetown,Georgetown,1.123591906,1.123591906
362200,Kew (Invercargill City),Kew (Invercargill City),2.028545722,2.028545722
362300,Kennington-Tisbury,Kennington-Tisbury,36.98339056,36.98339056
362400,Newfield,Newfield,2.005521411,2.005521411
362500,Strathern,Strathern,0.983958666,0.983958666
362600,Elizabeth Park,Elizabeth Park,1.030252902,1.030252902
362700,Aurora,Aurora,0.652896505,0.652896505
362800,Moulson,Moulson,0.774088494,0.774088494
362900,Kingswell,Kingswell,1.901282293,1.901282293
363000,Clifton,Clifton,2.866644732,2.866644732
363100,Woodend-Greenhills,Woodend-Greenhills,173.6018544,173.6018544
363300,Bluff,Bluff,10.09864684,10.09864684
364000,Motunau Island,Motunau Island,0.081474198,0.081474198
